GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
8645,2.20E-01,2.03E-01,0.335,-1.27199,-0.425898,43.56,KCNK5,potassium two pore domain channel subfamily K member 5
105376001,2.20E-01,2.03E-01,0.361,1.27199,0.458872,25.02,LOC105376001,replaced by ID 79817
645434,2.20E-01,2.03E-01,0.544,-1.27192,-0.692038,10.28,LINC01625,long intergenic non-protein coding RNA 1625
201798,2.20E-01,2.04E-01,0.546,-1.27042,-0.694199,10.53,TIGD4,tigger transposable element derived 4
60312,2.21E-01,2.04E-01,0.255,1.26927,0.32413,95.81,AFAP1,actin filament associated protein 1
100128071,2.21E-01,2.04E-01,0.354,1.26925,0.44981,24.67,FAM229A,family with sequence similarity 229 member A
7033,2.21E-01,2.04E-01,0.61,-1.26888,-0.773432,8.9,TFF3,trefoil factor 3
54477,2.21E-01,2.04E-01,0.249,1.26885,0.316018,166.43,PLEKHA5,pleckstrin homology domain containing A5
102723543,2.21E-01,2.05E-01,0.415,1.26769,0.525812,23.45,LOC102723543,uncharacterized LOC102723543
105373113,2.22E-01,2.05E-01,0.497,-1.26723,-0.629792,14.15,LINC01703,long intergenic non-protein coding RNA 1703
170487,2.22E-01,2.05E-01,0.383,1.26704,0.485406,23.42,ACTL10,actin like 10
222826,2.22E-01,2.05E-01,0.392,-1.26639,-0.495953,28.85,FAM217A,family with sequence similarity 217 member A
150165,2.22E-01,2.06E-01,0.529,-1.26591,-0.669595,10.67,XKR3,XK related 3
348093,2.22E-01,2.06E-01,0.313,-1.26582,-0.395901,41.95,RBPMS2,"RNA binding protein, mRNA processing factor 2"
84931,2.22E-01,2.06E-01,0.518,-1.26528,-0.655181,14.99,LINC01101,long intergenic non-protein coding RNA 1101
6458,2.22E-01,2.06E-01,0.317,1.26513,0.401356,33.89,SH3GL1P1,"SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1"
5362,2.23E-01,2.06E-01,0.201,-1.26367,-0.253895,175.46,PLXNA2,plexin A2
102723714,2.23E-01,2.06E-01,0.466,-1.26336,-0.589334,17.51,LOC102723714,uncharacterized LOC102723714
6335,2.23E-01,2.07E-01,0.271,1.26311,0.341845,73.08,SCN9A,sodium voltage-gated channel alpha subunit 9
107984301,2.24E-01,2.07E-01,0.356,-1.26117,-0.448598,29.25,LOC107984301,uncharacterized LOC107984301
105370573,2.24E-01,2.08E-01,0.393,-1.25987,-0.495426,22.83,LOC105370573,uncharacterized LOC105370573
105373181,2.24E-01,2.08E-01,0.389,1.25963,0.490024,21.66,LOC105373181,
109729126,2.24E-01,2.08E-01,0.597,-1.25957,-0.752314,12.26,FAM236C,family with sequence similarity 236 member C
107985455,2.24E-01,2.08E-01,0.603,-1.25944,-0.759083,8.14,LOC107985455,
79136,2.25E-01,2.08E-01,0.374,1.25909,0.470561,24.69,LY6G6E,lymphocyte antigen 6 family member G6E (pseudogene)
100289341,2.25E-01,2.08E-01,0.388,-1.25894,-0.488331,22.08,MAN1B1-DT,MAN1B1 divergent transcript
105372653,2.25E-01,2.08E-01,0.58,1.25827,0.730017,9.36,LOC105372653,uncharacterized LOC105372653
352990,2.25E-01,2.08E-01,0.491,-1.2577,-0.617351,13.74,HCP5B,HLA complex P5B
7681,2.26E-01,2.09E-01,0.44,-1.25651,-0.552372,18.89,MKRN3,makorin ring finger protein 3
777,2.26E-01,2.09E-01,0.319,-1.25623,-0.400783,222.35,CACNA1E,calcium voltage-gated channel subunit alpha1 E
105376517,2.26E-01,2.09E-01,0.495,-1.25558,-0.621709,16.86,LOC105376517,uncharacterized LOC105376517
126069,2.26E-01,2.09E-01,0.326,-1.25552,-0.409664,32.23,ZNF491,zinc finger protein 491
1564,2.26E-01,2.09E-01,0.316,1.25542,0.397082,51.98,CYP2D7,cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)
107984388,2.26E-01,2.09E-01,0.436,-1.25496,-0.546732,17.41,LOC107984388,uncharacterized LOC107984388
107984814,2.26E-01,2.10E-01,0.42,-1.25467,-0.526958,18.75,LOC107984814,replaced by ID 101927978
10136,2.27E-01,2.10E-01,0.439,-1.2539,-0.550819,17.75,CELA3A,chymotrypsin like elastase 3A
105371880,2.27E-01,2.10E-01,0.334,1.25283,0.41816,36.37,LOC105371880,uncharacterized LOC105371880
1842,2.27E-01,2.10E-01,0.322,1.25219,0.403568,39.11,ECM2,extracellular matrix protein 2
55901,2.27E-01,2.11E-01,0.424,-1.25153,-0.531171,21.26,THSD1,thrombospondin type 1 domain containing 1
256126,2.27E-01,2.11E-01,0.356,-1.25145,-0.445308,29.21,SYCE2,synaptonemal complex central element protein 2
101927788,2.28E-01,2.11E-01,0.434,1.25019,0.542422,19.45,LOC101927788,uncharacterized LOC101927788
107986486,2.28E-01,2.11E-01,0.379,1.24949,0.473893,23.88,LOC107986486,
441908,2.28E-01,2.12E-01,0.514,-1.24943,-0.642473,11.63,NBPF18P,"NBPF member 18, pseudogene"
100507254,2.28E-01,2.12E-01,0.521,-1.2491,-0.650703,12.01,LINC01013,long intergenic non-protein coding RNA 1013
728264,2.28E-01,2.12E-01,0.46,-1.24889,-0.574269,15.4,CARMN,cardiac mesoderm enhancer-associated non-coding RNA
105375077,2.29E-01,2.12E-01,0.292,-1.24858,-0.364395,49.62,RUNX2-AS1,RUNX2 antisense RNA 1
6285,2.29E-01,2.12E-01,1.207,1.24824,1.506119,28.08,S100B,S100 calcium binding protein B
107985429,2.29E-01,2.12E-01,0.52,-1.24777,-0.648483,11.78,LOC107985429,
64785,2.29E-01,2.12E-01,0.41,1.24726,0.51195,17.8,GINS3,GINS complex subunit 3
105378198,2.29E-01,2.12E-01,0.496,-1.24697,-0.618931,16.3,LOC105378198,uncharacterized LOC105378198
100505715,2.29E-01,2.13E-01,0.47,-1.24654,-0.585368,13.91,LOC100505715,uncharacterized LOC100505715
123228,2.29E-01,2.13E-01,0.287,-1.24649,-0.357932,48.96,SENP8,"SUMO peptidase family member, NEDD8 specific"
728673,2.30E-01,2.13E-01,0.493,-1.24522,-0.614233,19.45,FAM88B,family with sequence similarity 88 member B
102723927,2.30E-01,2.13E-01,0.305,1.2445,0.379493,37.75,LINC01238,long intergenic non-protein coding RNA 1238
400624,2.30E-01,2.13E-01,0.272,1.24441,0.338024,71.88,LINC01973,long intergenic non-protein coding RNA 1973
441549,2.30E-01,2.14E-01,0.43,1.24357,0.534712,19.49,CDNF,cerebral dopamine neurotrophic factor
105371632,2.31E-01,2.14E-01,0.411,-1.24287,-0.511224,31.79,LOC105371632,uncharacterized LOC105371632
102723331,2.31E-01,2.14E-01,0.424,-1.24261,-0.526693,25.13,LOC102723331,uncharacterized LOC102723331
4430,2.31E-01,2.14E-01,0.305,-1.24214,-0.379229,57.15,MYO1B,myosin IB
644215,2.31E-01,2.14E-01,0.5,-1.24176,-0.620289,13.18,LOC644215,uncharacterized LOC644215
105374240,2.31E-01,2.15E-01,0.448,-1.2408,-0.556295,14.88,LOC105374240,uncharacterized LOC105374240
339942,2.32E-01,2.15E-01,0.346,-1.24024,-0.42963,32.86,H1-10-AS1,H1-10 antisense RNA 1
107984329,2.32E-01,2.15E-01,0.334,1.23983,0.414076,32.13,LOC107984329,
105375724,2.32E-01,2.15E-01,0.298,1.23942,0.369384,112.64,LOC105375724,uncharacterized LOC105375724
6865,2.32E-01,2.15E-01,0.361,-1.23938,-0.447925,29.12,TACR2,tachykinin receptor 2
110841583,2.32E-01,2.15E-01,0.651,-1.23928,-0.806906,8.01,LAMC1-AS1,LAMC1 antisense RNA 1
273,2.32E-01,2.15E-01,0.302,-1.23905,-0.373709,55.96,AMPH,amphiphysin
105373635,2.32E-01,2.16E-01,0.664,-1.23837,-0.821824,6.68,LINC01832,long intergenic non-protein coding RNA 1832
3199,2.33E-01,2.16E-01,0.426,-1.23701,-0.526454,19.81,HOXA2,homeobox A2
100532732,2.33E-01,2.16E-01,0.264,1.23664,0.326549,55.13,MSH5-SAPCD1,MSH5-SAPCD1 readthrough (NMD candidate)
107986009,2.33E-01,2.16E-01,0.556,-1.23635,-0.687356,9.62,LOC107986009,uncharacterized LOC107986009
105376244,2.33E-01,2.16E-01,0.252,-1.23619,-0.311182,89.69,LOC105376244,uncharacterized LOC105376244
196883,2.33E-01,2.16E-01,0.251,1.23616,0.310414,114.91,ADCY4,adenylate cyclase 4
9597,2.34E-01,2.17E-01,0.504,1.23495,0.622854,12.27,SMAD5-AS1,SMAD5 antisense RNA 1
201191,2.34E-01,2.17E-01,0.235,-1.23415,-0.289473,94.95,SAMD14,sterile alpha motif domain containing 14
390036,2.34E-01,2.17E-01,0.578,1.23408,0.713268,15.23,OR52K1,olfactory receptor family 52 subfamily K member 1
107986939,2.34E-01,2.17E-01,0.311,1.2339,0.383426,37.36,LOC107986939,uncharacterized LOC107986939
644974,2.34E-01,2.17E-01,0.358,-1.23335,-0.440943,27.26,ALG1L2,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2
107985771,2.34E-01,2.18E-01,0.598,-1.23314,-0.737399,10.59,LOC107985771,uncharacterized LOC107985771
123904,2.35E-01,2.18E-01,0.508,-1.23251,-0.626018,11.56,NRN1L,neuritin 1 like
107985228,2.35E-01,2.18E-01,0.269,-1.23244,-0.33144,63.97,LINC02803,long intergenic non-protein coding RNA 2803
286527,2.35E-01,2.18E-01,0.416,1.23198,0.512948,21.73,TMSB15B,thymosin beta 15B
440077,2.35E-01,2.18E-01,0.475,-1.23089,-0.584574,13.4,ZNF705A,zinc finger protein 705A
642515,2.35E-01,2.18E-01,0.3,-1.23068,-0.369108,56.8,PRRT1B,proline rich transmembrane protein 1B
9179,2.36E-01,2.19E-01,0.252,1.22954,0.309498,69.6,AP4M1,adaptor related protein complex 4 subunit mu 1
105378916,2.36E-01,2.19E-01,0.301,1.22846,0.369216,43.6,LINC01765,long intergenic non-protein coding RNA 1765
4326,2.36E-01,2.19E-01,0.326,-1.22825,-0.400182,52.35,MMP17,matrix metallopeptidase 17
84283,2.37E-01,2.20E-01,0.312,1.22774,0.383433,36.14,TMEM79,transmembrane protein 79
441054,2.37E-01,2.20E-01,0.382,-1.22668,-0.469006,23.08,C4orf47,chromosome 4 open reading frame 47
105378854,2.37E-01,2.20E-01,0.623,-1.22622,-0.763609,7.54,LINC01763,long intergenic non-protein coding RNA 1763
107985162,2.37E-01,2.20E-01,0.318,1.22613,0.390173,33.72,LOC107985162,uncharacterized LOC107985162
57110,2.37E-01,2.20E-01,0.466,-1.22595,-0.571454,20.01,PLAAT1,phospholipase A and acyltransferase 1
148137,2.37E-01,2.20E-01,0.22,1.22581,0.26915,117.45,PROSER3,proline and serine rich 3
101926907,2.37E-01,2.20E-01,0.275,-1.22577,-0.336542,56.9,LOC101926907,uncharacterized LOC101926907
84940,2.37E-01,2.20E-01,0.283,-1.22553,-0.346843,48.38,CORO6,coronin 6
5462,2.37E-01,2.20E-01,0.483,-1.22542,-0.592359,12.85,POU5F1B,POU class 5 homeobox 1B
107986700,2.38E-01,2.21E-01,0.542,-1.22446,-0.663836,11.17,PRR15-DT,PRR15 divergent transcript
10787,2.38E-01,2.21E-01,0.288,1.22407,0.352441,169.32,NCKAP1,NCK associated protein 1
79025,2.39E-01,2.21E-01,0.39,1.2226,0.477231,25.37,FNDC11,fibronectin type III domain containing 11
105378039,2.39E-01,2.22E-01,0.385,-1.22227,-0.470427,22.89,LOC105378039,uncharacterized LOC105378039
107986131,2.39E-01,2.22E-01,0.535,-1.22224,-0.653514,13.89,LOC107986131,uncharacterized LOC107986131
100128568,2.39E-01,2.22E-01,0.491,1.22189,0.599392,12.29,RANBP3-DT,RANBP3 divergent transcript
100874158,2.39E-01,2.22E-01,0.522,-1.22159,-0.637432,12.07,LINC00398,long intergenic non-protein coding RNA 398
51661,2.39E-01,2.22E-01,0.296,1.22143,0.361494,42.97,FKBP7,FKBP prolyl isomerase 7
651337,2.39E-01,2.22E-01,0.273,1.22138,0.333019,54.7,LOC651337,uncharacterized LOC651337
390213,2.39E-01,2.22E-01,0.509,1.22115,0.621792,13.45,DOC2GP,"double C2 domain gamma, pseudogene"
104169670,2.39E-01,2.22E-01,0.558,-1.22088,-0.681212,10.29,RXYLT1-AS1,RXYLT1 antisense RNA 1
728448,2.39E-01,2.22E-01,0.262,1.22081,0.319743,78.52,PPIEL,peptidylprolyl isomerase E like pseudogene
347148,2.39E-01,2.22E-01,0.45,-1.22059,-0.549036,15.55,QRFP,pyroglutamylated RFamide peptide
145645,2.40E-01,2.22E-01,0.538,-1.21991,-0.656401,10.41,TERB2,telomere repeat binding bouquet formation protein 2
53841,2.40E-01,2.23E-01,0.237,1.21937,0.288628,82.86,CDHR5,cadherin related family member 5
28388,2.40E-01,2.23E-01,0.524,1.21914,0.638441,12.71,IGHV5-51,immunoglobulin heavy variable 5-51
283807,2.40E-01,2.23E-01,0.256,1.21909,0.311583,79.01,FBXL22,F-box and leucine rich repeat protein 22
105376037,2.40E-01,2.23E-01,0.39,-1.219,-0.475581,20.74,LOC105376037,uncharacterized LOC105376037
100861530,2.40E-01,2.23E-01,0.288,-1.21778,-0.350858,81.44,UFL1-AS1,UFL1 antisense RNA 1
105374246,2.40E-01,2.23E-01,0.639,-1.21766,-0.778549,7.87,LOC105374246,uncharacterized LOC105374246
102724246,2.40E-01,2.23E-01,0.382,1.21749,0.465172,22.17,TTC39C-AS1,TTC39C antisense RNA 1
7775,2.40E-01,2.23E-01,0.305,1.21741,0.371335,51.09,ZNF232,zinc finger protein 232
107984701,2.41E-01,2.23E-01,0.443,1.2173,0.539126,19.97,LOC107984701,uncharacterized LOC107984701
107985667,2.41E-01,2.24E-01,0.672,-1.21722,-0.818102,8.51,LOC107985667,uncharacterized LOC107985667
102724714,2.41E-01,2.24E-01,0.404,-1.21705,-0.491327,19.75,LINC01857,long intergenic non-protein coding RNA 1857
100101266,2.41E-01,2.24E-01,0.536,-1.21689,-0.65277,10.56,HAVCR1P1,hepatitis A virus cellular receptor 1 pseudogene 1
100335030,2.41E-01,2.24E-01,0.407,-1.21611,-0.495518,22.02,LOC100335030,FGFR1 oncogene partner 2 pseudogene
400359,2.41E-01,2.24E-01,0.474,-1.21603,-0.576337,16.23,LINC02694,long intergenic non-protein coding RNA 2694
105377524,2.42E-01,2.25E-01,0.576,-1.21438,-0.699504,11.93,LOC105377524,uncharacterized LOC105377524
105376301,2.42E-01,2.25E-01,0.507,-1.21319,-0.615143,13.13,LOC105376301,uncharacterized LOC105376301
105372956,2.42E-01,2.25E-01,0.493,-1.2126,-0.597925,12.68,LOC105372956,uncharacterized LOC105372956
107985297,2.42E-01,2.25E-01,0.367,-1.21254,-0.444975,31.04,LOC107985297,replaced by ID 10036
105371286,2.43E-01,2.26E-01,0.392,-1.21184,-0.475561,21.46,NUP93-DT,NUP93 divergent transcript
107985071,2.43E-01,2.26E-01,0.539,-1.21182,-0.653115,10.6,LOC107985071,uncharacterized LOC107985071
56108,2.43E-01,2.26E-01,0.42,-1.21052,-0.507851,18.57,PCDHGA7,"protocadherin gamma subfamily A, 7"
105378949,2.43E-01,2.26E-01,0.393,-1.21012,-0.475799,23.57,GNB1-DT,GNB1 divergent transcript
7371,2.44E-01,2.26E-01,0.254,1.20977,0.307855,67.16,UCK2,uridine-cytidine kinase 2
105374838,2.44E-01,2.26E-01,0.296,1.20946,0.357492,42.74,LOC105374838,
100132891,2.44E-01,2.27E-01,0.418,1.20931,0.505282,37.6,MSC-AS1,MSC antisense RNA 1
285819,2.44E-01,2.27E-01,0.406,-1.20884,-0.490224,23.87,LOC285819,uncharacterized LOC285819
105374263,2.44E-01,2.27E-01,0.538,-1.20872,-0.650543,10.41,LOC105374263,uncharacterized LOC105374263
100527960,2.45E-01,2.27E-01,0.277,1.20725,0.334627,69.24,MROH7-TTC4,MROH7-TTC4 readthrough (NMD candidate)
105374938,2.45E-01,2.28E-01,0.367,1.20639,0.443268,24.16,LOC105374938,uncharacterized LOC105374938
57473,2.45E-01,2.28E-01,0.232,1.20603,0.279991,129.3,ZNF512B,zinc finger protein 512B
196475,2.45E-01,2.28E-01,0.363,-1.20484,-0.43745,29,RMST,rhabdomyosarcoma 2 associated transcript
100507506,2.46E-01,2.28E-01,0.425,-1.20456,-0.511892,17.79,ECI2-DT,ECI2 divergent transcript
56675,2.46E-01,2.28E-01,0.272,1.20452,0.327877,61.61,NRIP3,nuclear receptor interacting protein 3
23321,2.46E-01,2.28E-01,0.266,-1.20449,-0.320255,63.14,TRIM2,tripartite motif containing 2
101929004,2.46E-01,2.29E-01,0.414,1.20368,0.498878,18.8,LOC101929004,uncharacterized LOC101929004
3359,2.46E-01,2.29E-01,0.405,-1.20357,-0.487796,33.53,HTR3A,5-hydroxytryptamine receptor 3A
105375350,2.46E-01,2.29E-01,0.554,-1.2034,-0.666687,11.39,LOC105375350,uncharacterized LOC105375350
439931,2.46E-01,2.29E-01,0.344,1.20333,0.413469,29.57,THAP7-AS1,THAP7 antisense RNA 1
11162,2.46E-01,2.29E-01,0.473,1.20244,0.568385,12.55,NUDT6,nudix hydrolase 6
100885795,2.47E-01,2.29E-01,0.361,-1.20212,-0.433953,24.9,LARS2-AS1,LARS2 antisense RNA 1
65059,2.47E-01,2.29E-01,0.263,-1.20206,-0.316005,67.2,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
105372117,2.47E-01,2.29E-01,0.258,1.20197,0.309849,90.56,LOC105372117,replaced by ID 107985152
100506585,2.47E-01,2.30E-01,0.334,1.20059,0.401279,53.95,PTPRN2-AS1,PTPRN2 antisense RNA 1
554236,2.48E-01,2.31E-01,0.449,-1.19895,-0.537838,17.94,DPY19L2P1,DPY19L2 pseudogene 1
53834,2.49E-01,2.31E-01,0.253,1.19712,0.303338,96.85,FGFRL1,fibroblast growth factor receptor like 1
102723733,2.49E-01,2.31E-01,0.469,1.19711,0.561424,21.03,LOC102723733,uncharacterized LOC102723733
1469,2.49E-01,2.31E-01,0.53,-1.19681,-0.634416,10.94,CST1,cystatin SN
27033,2.49E-01,2.31E-01,0.315,-1.19669,-0.37732,39.95,ZBTB32,zinc finger and BTB domain containing 32
100129518,2.49E-01,2.32E-01,0.347,1.19605,0.414642,29.19,SOD2-OT1,SOD2 overlapping transcript 1
105378968,2.49E-01,2.32E-01,0.419,-1.19533,-0.500354,20.53,LOC105378968,
105373142,2.49E-01,2.32E-01,0.429,1.19529,0.512466,24.01,LOC105373142,uncharacterized LOC105373142
389827,2.49E-01,2.32E-01,0.552,-1.19524,-0.659179,12.33,MYMK,"myomaker, myoblast fusion factor"
105373262,2.50E-01,2.32E-01,0.409,1.19472,0.488652,52.79,LOC105373262,uncharacterized LOC105373262
4037,2.50E-01,2.32E-01,0.346,-1.1944,-0.412767,50.96,LRP3,LDL receptor related protein 3
100507387,2.50E-01,2.32E-01,0.558,1.19409,0.666563,11.53,LOC100507387,replaced by ID 202134
284723,2.50E-01,2.33E-01,0.302,-1.19387,-0.360092,56.82,SLC25A34,solute carrier family 25 member 34
105377855,2.50E-01,2.33E-01,0.389,-1.19378,-0.464837,21.85,LOC105377855,uncharacterized LOC105377855
284403,2.51E-01,2.34E-01,0.268,-1.19136,-0.318782,83.26,WDR62,WD repeat domain 62
105371564,2.51E-01,2.34E-01,0.619,-1.19065,-0.737269,10.5,SMCR2,"Smith-Magenis syndrome chromosome region, candidate 2"
27289,2.51E-01,2.34E-01,0.392,-1.19061,-0.466228,24.26,RND1,Rho family GTPase 1
107986250,2.52E-01,2.34E-01,0.456,1.18902,0.542614,13.42,LOC107986250,uncharacterized LOC107986250
100506504,2.52E-01,2.34E-01,0.456,1.18896,0.541781,20.8,PRKCZ-AS1,PRKCZ antisense RNA 1
105377068,2.52E-01,2.34E-01,0.447,-1.18889,-0.531258,18.76,LINC02009,long intergenic non-protein coding RNA 2009
26084,2.52E-01,2.35E-01,0.29,-1.18858,-0.344926,47.29,ARHGEF26,Rho guanine nucleotide exchange factor 26
105375034,2.52E-01,2.35E-01,0.54,1.18816,0.641184,10.49,LOC105375034,uncharacterized LOC105375034
100874259,2.52E-01,2.35E-01,0.553,1.18813,0.656598,9.93,SLC25A30-AS1,SLC25A30 antisense RNA 1
105376335,2.52E-01,2.35E-01,0.497,1.1879,0.590864,11.43,LOC105376335,serine/arginine repetitive matrix protein 1-like
101927164,2.52E-01,2.35E-01,0.501,-1.1878,-0.594749,14.58,LOC101927164,uncharacterized LOC101927164
5819,2.53E-01,2.35E-01,0.288,1.18654,0.342172,71.32,NECTIN2,nectin cell adhesion molecule 2
105373335,2.53E-01,2.35E-01,0.533,-1.18632,-0.632023,18.25,LOC105373335,uncharacterized LOC105373335
646903,2.53E-01,2.36E-01,0.474,-1.18608,-0.561881,14.96,LOC646903,uncharacterized LOC646903
729296,2.53E-01,2.36E-01,0.444,1.18547,0.526502,14.61,LOC729296,uncharacterized LOC729296
150763,2.54E-01,2.36E-01,0.277,-1.18425,-0.328207,52.25,GPAT2,"glycerol-3-phosphate acyltransferase 2, mitochondrial"
152940,2.54E-01,2.36E-01,0.392,1.18417,0.463806,30.42,C4orf45,chromosome 4 open reading frame 45
107984130,2.54E-01,2.37E-01,0.392,1.18375,0.46389,20.58,LOC107984130,
105372439,2.54E-01,2.37E-01,0.493,-1.1832,-0.583235,13.16,LOC105372439,uncharacterized LOC105372439
112268458,2.54E-01,2.37E-01,0.284,-1.18254,-0.335656,66.3,LOC112268458,keratinocyte proline-rich protein-like
105373178,2.54E-01,2.37E-01,0.518,-1.18253,-0.612579,17.47,LOC105373178,uncharacterized LOC105373178
105374771,2.55E-01,2.37E-01,0.342,1.18168,0.4038,179.61,LGALSL-DT,LGALSL divergent transcript
100652772,2.55E-01,2.37E-01,0.298,1.18159,0.352158,55.24,NNT-AS1,NNT antisense RNA 1
127700,2.55E-01,2.38E-01,0.386,-1.18107,-0.455623,26.47,OSCP1,organic solute carrier partner 1
105376095,2.55E-01,2.38E-01,0.291,-1.18108,-0.343506,54.36,LOC105376095,uncharacterized LOC105376095
107985712,2.55E-01,2.38E-01,0.586,-1.18045,-0.691343,9.79,LOC107985712,replaced by ID 54552
112267958,2.55E-01,2.38E-01,0.473,1.18007,0.558355,13.63,KLC4-AS1,KLC4 antisense RNA 1
102723377,2.55E-01,2.38E-01,0.585,-1.18005,-0.689799,9.98,CDH23-AS1,CDH23 antisense RNA 1
105374546,2.55E-01,2.38E-01,0.5,1.17999,0.58948,11.68,STIM2-AS1,STIM2 antisense RNA 1
56000,2.55E-01,2.38E-01,1.192,1.18001,1.406046,68.57,NXF3,nuclear RNA export factor 3
107985064,2.56E-01,2.38E-01,0.528,-1.17921,-0.622343,19.79,LOC107985064,
84080,2.57E-01,2.39E-01,0.329,1.17691,0.386929,35.41,ENKD1,enkurin domain containing 1
105370203,2.57E-01,2.39E-01,0.509,1.17646,0.599279,11.24,LOC105370203,uncharacterized LOC105370203
340980,2.57E-01,2.40E-01,0.614,-1.17595,-0.722118,9.35,OR52B6,olfactory receptor family 52 subfamily B member 6
27127,2.58E-01,2.41E-01,0.319,-1.17345,-0.374665,44.77,SMC1B,structural maintenance of chromosomes 1B
9628,2.58E-01,2.41E-01,0.276,-1.1734,-0.323622,266.12,RGS6,regulator of G protein signaling 6
105371021,2.58E-01,2.41E-01,0.562,-1.17338,-0.659277,9.43,LOC105371021,uncharacterized LOC105371021
107985230,2.58E-01,2.41E-01,0.33,-1.17325,-0.386621,41.81,LOC107985230,
390637,2.58E-01,2.41E-01,0.263,-1.17316,-0.308276,74.83,GDPGP1,GDP-D-glucose phosphorylase 1
112268224,2.59E-01,2.41E-01,0.37,1.17272,0.433832,25.46,LOC112268224,
104472713,2.59E-01,2.42E-01,0.468,-1.17098,-0.548171,15.04,PCAT29,prostate cancer associated transcript 29
101929098,2.59E-01,2.42E-01,0.549,1.17042,0.64278,9.63,LOC101929098,uncharacterized LOC101929098
107986113,2.60E-01,2.42E-01,0.437,1.17007,0.511243,19.84,LOC107986113,
388566,2.60E-01,2.42E-01,0.312,-1.16965,-0.364449,53.24,ZNF470,zinc finger protein 470
10389,2.60E-01,2.42E-01,0.426,-1.16928,-0.498432,28.19,SCML2,Scm polycomb group protein like 2
102724883,2.60E-01,2.43E-01,0.398,-1.16854,-0.464824,22.45,LOC102724883,uncharacterized LOC102724883
285780,2.60E-01,2.43E-01,0.388,-1.16834,-0.452786,21.06,LY86-AS1,LY86 antisense RNA 1
107986126,2.61E-01,2.43E-01,0.412,-1.16781,-0.480591,19.46,LOC107986126,uncharacterized LOC107986126
200734,2.61E-01,2.43E-01,0.263,-1.16766,-0.307515,64.91,SPRED2,sprouty related EVH1 domain containing 2
10411,2.61E-01,2.43E-01,0.357,-1.16756,-0.416612,138.22,RAPGEF3,Rap guanine nucleotide exchange factor 3
105370652,2.61E-01,2.43E-01,0.432,-1.16692,-0.503773,16.2,LINC02295,long intergenic non-protein coding RNA 2295
3696,2.61E-01,2.43E-01,0.285,-1.16653,-0.332449,68.72,ITGB8,integrin subunit beta 8
1869,2.61E-01,2.43E-01,0.334,-1.16645,-0.389366,35.25,E2F1,E2F transcription factor 1
114818,2.61E-01,2.44E-01,0.242,-1.16594,-0.282448,93.17,KLHL29,kelch like family member 29
157313,2.61E-01,2.44E-01,0.316,1.16565,0.367902,66.21,CDCA2,cell division cycle associated 2
898,2.62E-01,2.44E-01,0.333,1.16406,0.388194,35.33,CCNE1,cyclin E1
105375176,2.62E-01,2.44E-01,0.444,-1.16386,-0.516753,16.98,HDAC9-AS1,HDAC9 antisense RNA 1
84217,2.62E-01,2.45E-01,0.463,-1.1634,-0.539163,15.59,ZMYND12,zinc finger MYND-type containing 12
